stack_name,feature_a_name,feature_b_name,feature_c_name,stack_size,apps_with_both,combo_success_score,combo_avg_reviews,combo_pct_high_success,individual_avg_rating,success_score_lift,pct_success_lift,pct_high_performers_using_stack,synergy_strength,recommendation,confidence_score,apps_with_stack_details
Segmentation + Shipping rates + Tagging,Segmentation,Shipping rates,Tagging,3,13,4.83,328,88.9,3.695,1.135,30.7,268,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,"Flair Product Badges + Labels|5|315|https://apps.shopify.com/flair;;Kite: Discount & Free Gift|5|301|https://apps.shopify.com/kite-free-gift;;Klip Coupons: Product Discount|5|93|https://apps.shopify.com/klip-product-page-coupons;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Discount Bot: Sitewide Sales|5|3|https://apps.shopify.com/discount-bot;;Joy Rewards & Loyalty Program|4.9|1813|https://apps.shopify.com/joyio;;Joy Rewards & Loyalty Program|4.9|1813|https://apps.shopify.com/joyio;;Regios Automatic Discounts|4.9|67|https://apps.shopify.com/regios-automatic-discounts;;FT: Frequently Bought Together|4.7|472|https://apps.shopify.com/fether;;Amote: Cart Upsell Cart Drawer|4.6|152|https://apps.shopify.com/amote-checkout;;Slide Cart, Gift with purchase|4.5|15|https://apps.shopify.com/trustz-upsell;;Discount Ninja Promo Engine|4.4|241|https://apps.shopify.com/discount-url;;Amai Bulk Discount & Sales|4.1|251|https://apps.shopify.com/discount-manager"
Workflow automation + Email notifications + Analytics,Workflow automation,Email notifications,Analytics,3,24,4.69,183,93.1,3.559,1.131,31.8,478,Strong Synergy,STRONGLY RECOMMEND: High synergy with solid sample size,0.8,Notify! Back in Stock|PreOrder|5|2080|https://apps.shopify.com/preorder-back-in-stock;;Notify! Back in Stock|PreOrder|5|2080|https://apps.shopify.com/preorder-back-in-stock;;Prediko Inventory Management|5|61|https://apps.shopify.com/prediko;;Genie: Inventory Management|5|20|https://apps.shopify.com/genie-io;;Genie: Inventory Management|5|20|https://apps.shopify.com/genie-io;;Automyze Inventory Planning|5|9|https://apps.shopify.com/inventory-planning;;Automyze Inventory Planning|5|9|https://apps.shopify.com/inventory-planning;;StockHero Inventory Automation|5|5|https://apps.shopify.com/obius-inventory-optimization;;StockHero Inventory Automation|5|5|https://apps.shopify.com/obius-inventory-optimization;;Easify Inventory Sync|5|3|https://apps.shopify.com/easify-inventory-sync;;Inventory Planner by Mipler|5|3|https://apps.shopify.com/advanced-inventory-planner;;Pulse Commerce OMS|5|1|https://apps.shopify.com/pulse-commerce;;Boostmyshop myFulfillment|5|1|https://apps.shopify.com/myfulfillment;;BFCM Returns and Exchanges|4.9|116|https://apps.shopify.com/ecoreturns-by-saarainc;;Hide Out Of Stock & Push Down|4.9|82|https://apps.shopify.com/push-down-and-hide-out-of-stock;;Hide Out Of Stock & Push Down|4.9|82|https://apps.shopify.com/push-down-and-hide-out-of-stock;;Fabrikatör Inventory Assistant|4.9|75|https://apps.shopify.com/fabrikator;;SKULabs|4.9|73|https://apps.shopify.com/skulabs;;Qoblex Inventory Management|4.9|63|https://apps.shopify.com/stock-buy;;Freshly Batch Inventory|4.9|46|https://apps.shopify.com/freshly;;Auto Purchase Orders|4.9|32|https://apps.shopify.com/auto-purchase-orders;;Picqer|4.9|9|https://apps.shopify.com/picqer;;Out‑of‑Stock Police|4.7|166|https://apps.shopify.com/push-down-out-of-stock-items;;Circle Hand|4.6|11|https://apps.shopify.com/circle-hand;;Sellercloud|4.6|2|https://apps.shopify.com/sellercloud;;Inventory Planner Forecasting|4.5|149|https://apps.shopify.com/inventory-planner;;Brightpearl by Sage|4.5|37|https://apps.shopify.com/brightpearl;;Cin7 Core|4|72|https://apps.shopify.com/dear-inventory;;Xell Shop|0|0|https://apps.shopify.com/xell-shop-1
Upsell and cross-sell + Forms + Analytics,Upsell and cross-sell,Forms,Analytics,3,12,4.84,1846,100,3.709,1.131,30.5,546,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,Prompt: Email Popup & Upsell|5|4|https://apps.shopify.com/onvoard-prompt;;PageFly Landing Page Builder|4.9|11642|https://apps.shopify.com/pagefly;;EComposer Landing Page Builder|4.9|4739|https://apps.shopify.com/ecomposer;;Shop Quiz: Product Recommender|4.9|310|https://apps.shopify.com/product-recommendation-quiz-revenuehunt;;Personizely: Popups & A/B Test|4.9|237|https://apps.shopify.com/personizely;;Quiz Kit: AI Product Finder|4.9|173|https://apps.shopify.com/quiz-kit;;Zipify Landing Page Builder|4.8|747|https://apps.shopify.com/zipifypages;;Zotabox: Promote & Convert 20+|4.8|482|https://apps.shopify.com/zotabox-promotion-conversion-tool;;Octane AI: Advanced Quiz Maker|4.8|247|https://apps.shopify.com/octane-ai-quiz-personalization;;Lantern AI Quiz Builder|4.8|149|https://apps.shopify.com/perfect-product-finder;;Shogun ‑ Landing Page Builder|4.7|3306|https://apps.shopify.com/shogun;;Quizify ‑ Product Quiz Builder|4.7|121|https://apps.shopify.com/quizify-product-quiz-feedback
A/B testing + Multi-language + Chat,A/B testing,Multi-language,Chat,3,10,4.86,37,94.4,3.729,1.131,30.3,411,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,Spur: WhatsApp API & Instagram|5|73|https://apps.shopify.com/spur-automated-support-marketing;;Spur: WhatsApp API & Instagram|5|73|https://apps.shopify.com/spur-automated-support-marketing;;Xena: Live Support Inbox w/ AI|5|19|https://apps.shopify.com/xena;;Xena: Live Support Inbox w/ AI|5|19|https://apps.shopify.com/xena;;lookfor AI Chatbot & Live Chat|5|13|https://apps.shopify.com/lookfor-ai-shopping-assistant;;lookfor AI Chatbot & Live Chat|5|13|https://apps.shopify.com/lookfor-ai-shopping-assistant;;MSG91|5|11|https://apps.shopify.com/msg91;;MSG91|5|11|https://apps.shopify.com/msg91;;Wapp ‑ WhatsApp Chat Button|5|5|https://apps.shopify.com/wapp-whatsapp-chat-button;;ShopCierge — AI Sales Chatbot|5|4|https://apps.shopify.com/shopcierge;;ShopCierge — AI Sales Chatbot|5|4|https://apps.shopify.com/shopcierge;;Verifast AI Chatbot + SalesGPT|4.9|24|https://apps.shopify.com/verifast-sales-assistant;;Verifast AI Chatbot + SalesGPT|4.9|24|https://apps.shopify.com/verifast-sales-assistant;;SH: WhatsApp Chat & Abandoned|4.8|116|https://apps.shopify.com/whatsapp-abandoned-cart-recovery;;SH: WhatsApp Chat & Abandoned|4.8|116|https://apps.shopify.com/whatsapp-abandoned-cart-recovery;;Rep AI: ChatGPT Sales Chatbot|4.7|67|https://apps.shopify.com/rep-ai-sales-associate;;Rep AI: ChatGPT Sales Chatbot|4.7|67|https://apps.shopify.com/rep-ai-sales-associate;;iAdvize: AI Shopping Assistant|3.6|3|https://apps.shopify.com/iadvize-ai-copilot
Triggers and rules + Shipping rates + Bulk editing,Triggers and rules,Shipping rates,Bulk editing,3,12,4.81,110,93.3,3.683,1.127,30.6,270,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,"Wizio Bundle ‑ Quantity Breaks|5|117|https://apps.shopify.com/wizio-product-bundle-upsell;;Klip Coupons: Product Discount|5|93|https://apps.shopify.com/klip-product-page-coupons;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Discount Bot: Sitewide Sales|5|3|https://apps.shopify.com/discount-bot;;Invints Bundle Volume Discount|5|2|https://apps.shopify.com/invints-bundle-quantity-breaks;;OneLoyalty: Loyalty & Rewards|4.8|103|https://apps.shopify.com/oneloyalty;;OneLoyalty: Loyalty & Rewards|4.8|103|https://apps.shopify.com/oneloyalty;;FT: Frequently Bought Together|4.7|472|https://apps.shopify.com/fether;;Amote: Cart Upsell Cart Drawer|4.6|152|https://apps.shopify.com/amote-checkout;;Upsellio BOGO & Free Gifts|4.6|126|https://apps.shopify.com/evmupsell;;Slide Cart, Gift with purchase|4.5|15|https://apps.shopify.com/trustz-upsell;;Amai Bulk Discount & Sales|4.1|251|https://apps.shopify.com/discount-manager"
Shipping rates + Bulk editing + Triggers and rules,Shipping rates,Bulk editing,Triggers and rules,3,12,4.81,110,93.3,3.683,1.127,30.6,270,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,"Wizio Bundle ‑ Quantity Breaks|5|117|https://apps.shopify.com/wizio-product-bundle-upsell;;Klip Coupons: Product Discount|5|93|https://apps.shopify.com/klip-product-page-coupons;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Discount Bot: Sitewide Sales|5|3|https://apps.shopify.com/discount-bot;;Invints Bundle Volume Discount|5|2|https://apps.shopify.com/invints-bundle-quantity-breaks;;OneLoyalty: Loyalty & Rewards|4.8|103|https://apps.shopify.com/oneloyalty;;OneLoyalty: Loyalty & Rewards|4.8|103|https://apps.shopify.com/oneloyalty;;FT: Frequently Bought Together|4.7|472|https://apps.shopify.com/fether;;Amote: Cart Upsell Cart Drawer|4.6|152|https://apps.shopify.com/amote-checkout;;Upsellio BOGO & Free Gifts|4.6|126|https://apps.shopify.com/evmupsell;;Slide Cart, Gift with purchase|4.5|15|https://apps.shopify.com/trustz-upsell;;Amai Bulk Discount & Sales|4.1|251|https://apps.shopify.com/discount-manager"
Triggers and rules + Shipping rates + Tracking,Triggers and rules,Shipping rates,Tracking,3,10,4.82,304,88.9,3.699,1.121,30.3,273,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,"Klip Coupons: Product Discount|5|93|https://apps.shopify.com/klip-product-page-coupons;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Joy Rewards & Loyalty Program|4.9|1813|https://apps.shopify.com/joyio;;Joy Rewards & Loyalty Program|4.9|1813|https://apps.shopify.com/joyio;;OneLoyalty: Loyalty & Rewards|4.8|103|https://apps.shopify.com/oneloyalty;;OneLoyalty: Loyalty & Rewards|4.8|103|https://apps.shopify.com/oneloyalty;;FT: Frequently Bought Together|4.7|472|https://apps.shopify.com/fether;;Amote: Cart Upsell Cart Drawer|4.6|152|https://apps.shopify.com/amote-checkout;;Slide Cart, Gift with purchase|4.5|15|https://apps.shopify.com/trustz-upsell;;Discount Ninja Promo Engine|4.4|241|https://apps.shopify.com/discount-url;;Amai Bulk Discount & Sales|4.1|251|https://apps.shopify.com/discount-manager"
Segmentation + Shipping rates + Percentage discounts,Segmentation,Shipping rates,Percentage discounts,3,14,4.79,365,88.2,3.671,1.119,30.5,280,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,"Flair Product Badges + Labels|5|315|https://apps.shopify.com/flair;;Kite: Discount & Free Gift|5|301|https://apps.shopify.com/kite-free-gift;;Klip Coupons: Product Discount|5|93|https://apps.shopify.com/klip-product-page-coupons;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Discount Bot: Sitewide Sales|5|3|https://apps.shopify.com/discount-bot;;Joy Rewards & Loyalty Program|4.9|1813|https://apps.shopify.com/joyio;;Joy Rewards & Loyalty Program|4.9|1813|https://apps.shopify.com/joyio;;Regios Automatic Discounts|4.9|67|https://apps.shopify.com/regios-automatic-discounts;;FT: Frequently Bought Together|4.7|472|https://apps.shopify.com/fether;;FT: Frequently Bought Together|4.7|472|https://apps.shopify.com/fether;;Bundle Discounts ‑ promBundle|4.7|12|https://apps.shopify.com/prombundle;;Amote: Cart Upsell Cart Drawer|4.6|152|https://apps.shopify.com/amote-checkout;;Slide Cart, Gift with purchase|4.5|15|https://apps.shopify.com/trustz-upsell;;Discount Ninja Promo Engine|4.4|241|https://apps.shopify.com/discount-url;;Amai Bulk Discount & Sales|4.1|251|https://apps.shopify.com/discount-manager"
Shipping rates + Bulk editing + Custom code,Shipping rates,Bulk editing,Custom code,3,10,4.86,80,100,3.745,1.115,29.8,262,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,"Klip Coupons: Product Discount|5|93|https://apps.shopify.com/klip-product-page-coupons;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Smart Bundle ‑ Product Bundles|5|4|https://apps.shopify.com/smart-bundle-discounts;;Discount Bot: Sitewide Sales|5|3|https://apps.shopify.com/discount-bot;;OSCP Pricing & Discount Suite|5|1|https://apps.shopify.com/oscp-sales-volume-discount;;FT: Frequently Bought Together|4.7|472|https://apps.shopify.com/fether;;Amote: Cart Upsell Cart Drawer|4.6|152|https://apps.shopify.com/amote-checkout;;Slide Cart, Gift with purchase|4.5|15|https://apps.shopify.com/trustz-upsell;;Wholesale Discount Pricing|4.5|12|https://apps.shopify.com/wholesale-discount-solution"
Product variants + Custom CSS + Mobile responsive,Product variants,Custom CSS,Mobile responsive,3,10,4.9,123,100,3.786,1.114,29.4,367,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,Retailed Size Chart & Guide|5|21|https://apps.shopify.com/retailed-size-chart-guide;;Retailed Size Chart & Guide|5|21|https://apps.shopify.com/retailed-size-chart-guide;;Size Chart & Size Guide: Jotly|5|11|https://apps.shopify.com/size-chart-guide-by-jotly;;Size Chart & Size Guide: Jotly|5|11|https://apps.shopify.com/size-chart-guide-by-jotly;;POWR: Size Chart Size Guide|5|3|https://apps.shopify.com/size-chart-maker;;POWR: Size Chart Size Guide|5|3|https://apps.shopify.com/size-chart-maker;;K: Size Guides & Size Chart|5|2|https://apps.shopify.com/k-size-guides-size-chart;;K: Size Guides & Size Chart|5|2|https://apps.shopify.com/k-size-guides-size-chart;;Platmart Size Charts|5|1|https://apps.shopify.com/platmart-size-charts;;Platmart Size Charts|5|1|https://apps.shopify.com/platmart-size-charts;;Smart Size Chart & Size Guide|4.8|109|https://apps.shopify.com/smartsize;;Smart Size Chart & Size Guide|4.8|109|https://apps.shopify.com/smartsize;;ILM Size Chart & Size Guide|4.8|50|https://apps.shopify.com/ilm-size-chart;;ILM Size Chart & Size Guide|4.8|50|https://apps.shopify.com/ilm-size-chart;;POWR: Pricing Table Comparison|4.8|48|https://apps.shopify.com/powr-pricing-table;;POWR: Pricing Table Comparison|4.8|48|https://apps.shopify.com/powr-pricing-table;;Kiwi Size Chart & Recommender|4.7|1499|https://apps.shopify.com/kiwi-sizing;;BF Size Chart & Size Guide|4.7|231|https://apps.shopify.com/best-fit-size-charts-size-guides
Product variants + Mobile responsive + Custom CSS,Product variants,Mobile responsive,Custom CSS,3,10,4.9,123,100,3.786,1.114,29.4,367,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,Retailed Size Chart & Guide|5|21|https://apps.shopify.com/retailed-size-chart-guide;;Retailed Size Chart & Guide|5|21|https://apps.shopify.com/retailed-size-chart-guide;;Size Chart & Size Guide: Jotly|5|11|https://apps.shopify.com/size-chart-guide-by-jotly;;Size Chart & Size Guide: Jotly|5|11|https://apps.shopify.com/size-chart-guide-by-jotly;;POWR: Size Chart Size Guide|5|3|https://apps.shopify.com/size-chart-maker;;POWR: Size Chart Size Guide|5|3|https://apps.shopify.com/size-chart-maker;;K: Size Guides & Size Chart|5|2|https://apps.shopify.com/k-size-guides-size-chart;;K: Size Guides & Size Chart|5|2|https://apps.shopify.com/k-size-guides-size-chart;;Platmart Size Charts|5|1|https://apps.shopify.com/platmart-size-charts;;Platmart Size Charts|5|1|https://apps.shopify.com/platmart-size-charts;;Smart Size Chart & Size Guide|4.8|109|https://apps.shopify.com/smartsize;;Smart Size Chart & Size Guide|4.8|109|https://apps.shopify.com/smartsize;;ILM Size Chart & Size Guide|4.8|50|https://apps.shopify.com/ilm-size-chart;;ILM Size Chart & Size Guide|4.8|50|https://apps.shopify.com/ilm-size-chart;;POWR: Pricing Table Comparison|4.8|48|https://apps.shopify.com/powr-pricing-table;;POWR: Pricing Table Comparison|4.8|48|https://apps.shopify.com/powr-pricing-table;;Kiwi Size Chart & Recommender|4.7|1499|https://apps.shopify.com/kiwi-sizing;;BF Size Chart & Size Guide|4.7|231|https://apps.shopify.com/best-fit-size-charts-size-guides
Email notifications + Discounts + Variants,Email notifications,Discounts,Variants,3,10,4.86,807,100,3.747,1.113,29.7,424,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,"Notify! Back in Stock|PreOrder|5|2080|https://apps.shopify.com/preorder-back-in-stock;;Notify! Back in Stock|PreOrder|5|2080|https://apps.shopify.com/preorder-back-in-stock;;Preorder Notify Me Pre‑Order T|5|1711|https://apps.shopify.com/timesact-discount-pre-order;;Preorder, Back In Stock ‑ Stoq|5|1124|https://apps.shopify.com/back-in-stock-restock-alerts;;PreProduct next‑gen pre‑order|5|88|https://apps.shopify.com/preproduct;;Early Bird: Preorder & Restock|5|11|https://apps.shopify.com/early-bird-pre-order-manager;;Free Back in Stock | Preorder|4.9|14|https://apps.shopify.com/doran-back-in-stock-preorder;;Preorder & Partial Payment ‑ K|4.8|586|https://apps.shopify.com/kaktus-preorder;;S:Coming Soon Product, PreSale|4.8|107|https://apps.shopify.com/coming-soon-products-2;;Amai PreOrder Manager + Notify|4.5|1065|https://apps.shopify.com/pre-order;;Fundlify Crowdfunding|4.5|11|https://apps.shopify.com/fundlify"
Triggers and rules + Shipping rates + Analytics,Triggers and rules,Shipping rates,Analytics,3,16,4.63,252,87.5,3.524,1.106,31.4,515,Strong Synergy,STRONGLY RECOMMEND: High synergy with solid sample size,0.6,"Kite: Discount & Free Gift|5|301|https://apps.shopify.com/kite-free-gift;;Wizio Bundle ‑ Quantity Breaks|5|117|https://apps.shopify.com/wizio-product-bundle-upsell;;Klip Coupons: Product Discount|5|93|https://apps.shopify.com/klip-product-page-coupons;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spin Wheel Email Popups • EA|5|74|https://apps.shopify.com/spin-wheel-email-popup-sms-discount;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Spinnio Spin Wheel Email PopUp|5|32|https://apps.shopify.com/spinwheel;;Invints Bundle Volume Discount|5|2|https://apps.shopify.com/invints-bundle-quantity-breaks;;Joy Rewards & Loyalty Program|4.9|1813|https://apps.shopify.com/joyio;;Joy Rewards & Loyalty Program|4.9|1813|https://apps.shopify.com/joyio;;OneLoyalty: Loyalty & Rewards|4.8|103|https://apps.shopify.com/oneloyalty;;OneLoyalty: Loyalty & Rewards|4.8|103|https://apps.shopify.com/oneloyalty;;FT: Frequently Bought Together|4.7|472|https://apps.shopify.com/fether;;Bundle Discounts ‑ promBundle|4.7|12|https://apps.shopify.com/prombundle;;Amote: Cart Upsell Cart Drawer|4.6|152|https://apps.shopify.com/amote-checkout;;Upsellio BOGO & Free Gifts|4.6|126|https://apps.shopify.com/evmupsell;;Slide Cart, Gift with purchase|4.5|15|https://apps.shopify.com/trustz-upsell;;Discount Ninja Promo Engine|4.4|241|https://apps.shopify.com/discount-url;;Amai Bulk Discount & Sales|4.1|251|https://apps.shopify.com/discount-manager;;Checkout & Discount Master|0|0|https://apps.shopify.com/checkout-toolkit"
Analytics + Multi-language + Order sync,Analytics,Multi-language,Order sync,3,12,4.86,1552,100,3.755,1.105,29.4,666,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,Parcel Panel Order Tracking|5|4625|https://apps.shopify.com/parcelpanel;;Parcel Panel Order Tracking|5|4625|https://apps.shopify.com/parcelpanel;;Return Prime: Return → Revenue|5|747|https://apps.shopify.com/return-prime;;Return Prime: Return → Revenue|5|747|https://apps.shopify.com/return-prime;;PostCo Returns & Exchanges|5|89|https://apps.shopify.com/postco360;;Track123 Order Tracking 3D|4.9|4066|https://apps.shopify.com/track123;;Track123 Order Tracking 3D|4.9|4066|https://apps.shopify.com/track123;;17TRACK Order Tracking|4.9|4008|https://apps.shopify.com/17track;;17TRACK Order Tracking|4.9|4008|https://apps.shopify.com/17track;;TrackingMore Order Tracking|4.9|932|https://apps.shopify.com/trackingmore;;TrackingMore Order Tracking|4.9|932|https://apps.shopify.com/trackingmore;;Parcel Panel Returns &Exchange|4.9|570|https://apps.shopify.com/parcel-panel-returns-exchanges;;Parcel Panel Returns &Exchange|4.9|570|https://apps.shopify.com/parcel-panel-returns-exchanges;;Synctrack: Returns & Exchanges|4.9|134|https://apps.shopify.com/omega-returns-drive;;Synctrack: Returns & Exchanges|4.9|134|https://apps.shopify.com/omega-returns-drive;;Synctrack: Returns & Exchanges|4.9|134|https://apps.shopify.com/omega-returns-drive;;Synctrack: Returns & Exchanges|4.9|134|https://apps.shopify.com/omega-returns-drive;;Tracktor Order Tracking|4.8|743|https://apps.shopify.com/tracktor-2;;Tracktor Order Tracking|4.8|743|https://apps.shopify.com/tracktor-2;;Exchanges & Returns by Outvio|4.8|32|https://apps.shopify.com/outvio;;Exchanges & Returns by Outvio|4.8|32|https://apps.shopify.com/outvio;;Exchanges & Returns by Outvio|4.8|32|https://apps.shopify.com/outvio;;Exchanges & Returns by Outvio|4.8|32|https://apps.shopify.com/outvio;;AfterShip Order Tracking|4.7|4776|https://apps.shopify.com/aftership;;AfterShip Order Tracking|4.7|4776|https://apps.shopify.com/aftership;;Hulk Order Status Tracker|4.6|115|https://apps.shopify.com/order-status-tracker;;Hulk Order Status Tracker|4.6|115|https://apps.shopify.com/order-status-tracker
Discounts + Multi-language + Abandoned cart,Discounts,Multi-language,Abandoned cart,3,14,4.91,499,100,3.808,1.102,28.9,579,Strong Synergy,CAUTIOUSLY RECOMMEND: Good synergy but small sample,0.4,Hulk Advanced Wishlist|5|150|https://apps.shopify.com/my-wishlist-share-remind;;Spur: WhatsApp API & Instagram|5|73|https://apps.shopify.com/spur-automated-support-marketing;;Spur: WhatsApp API & Instagram|5|73|https://apps.shopify.com/spur-automated-support-marketing;;Recapture Abandoned Carts|5|58|https://apps.shopify.com/recapture-abandoned-cart-and-email-marketing;;Recapture Abandoned Carts|5|58|https://apps.shopify.com/recapture-abandoned-cart-and-email-marketing;;Wiz AI Abandoned Cart Recovery|5|47|https://apps.shopify.com/emailwiz;;Wiz AI Abandoned Cart Recovery|5|47|https://apps.shopify.com/emailwiz;;MSG91|5|11|https://apps.shopify.com/msg91;;MSG91|5|11|https://apps.shopify.com/msg91;;WPP Marketing|5|1|https://apps.shopify.com/bis-notifications;;Dondy: WhatsApp Marketing+Chat|4.9|893|https://apps.shopify.com/dondy-whatsapp-chat-widget;;Sendvio: Email Marketing & SMS|4.9|501|https://apps.shopify.com/sendvio-email-marketing-sms;;Sendvio: Email Marketing & SMS|4.9|501|https://apps.shopify.com/sendvio-email-marketing-sms;;Uppush Abandoned Cart Recovery|4.9|107|https://apps.shopify.com/pushup-notification-marketing;;Uppush Abandoned Cart Recovery|4.9|107|https://apps.shopify.com/pushup-notification-marketing;;Claspo: Subscription Popups|4.9|7|https://apps.shopify.com/claspo;;Amplified Email & Abandon Cart|4.8|3673|https://apps.shopify.com/amplified;;Amplified Email & Abandon Cart|4.8|3673|https://apps.shopify.com/amplified;;Optimonk: Popups you’ll love|4.8|904|https://apps.shopify.com/optimonk;;tinyAlbert: AI Email Marketing|4.8|173|https://apps.shopify.com/tinyalbert;;tinyAlbert: AI Email Marketing|4.8|173|https://apps.shopify.com/tinyalbert;;SH: WhatsApp Chat & Abandoned|4.8|116|https://apps.shopify.com/whatsapp-abandoned-cart-recovery;;SH: WhatsApp Chat & Abandoned|4.8|116|https://apps.shopify.com/whatsapp-abandoned-cart-recovery
